name,poi_id,osm_way_id,building,amenity,area,geometry,centroid
 West MC,20,374388971,railway,,1.9091522500013564e-07,"POLYGON ((-94.4489054 39.1722087, -94.4488249 39.1721318, -94.4487203 39.1722046, -94.448613 39.1721297, -94.4485138 39.1722004, -94.4485942 39.1722732, -94.4479344 39.172739, -94.4480042 39.1727827, -94.4474677 39.1731549, -94.4472585 39.1732838, -94.4473014 39.1733337, -94.4489054 39.1722087))",POINT (-94.448243 39.1725983)
 East Voltz,21,374389332,railway,,5.78283154992467e-07,"POLYGON ((-94.425977 39.1895742, -94.4258511 39.1894766, -94.4259814 39.1893499, -94.4258069 39.1892934, -94.4254004 39.1896803, -94.4252303 39.1898447, -94.4251861 39.189831, -94.4250845 39.1899115, -94.4250978 39.1899491, -94.4245897 39.19036, -94.424181 39.1906836, -94.4238364 39.1910192, -94.4239535 39.1911151, -94.4252988 39.1900621, -94.425977 39.1895742))",POINT (-94.424997 39.190159)
 BN Crossing,22,375031152,railway,,5.377384540020343e-06,"POLYGON ((-94.6037625 39.0812264, -94.6040452 39.081317, -94.6043477 39.0813722, -94.6048262 39.0814106, -94.6058859 39.0814889, -94.6070861 39.0815717, -94.6070668 39.0818334, -94.6073846 39.0819539, -94.6072325 39.0821008, -94.60699 39.0820235, -94.6067451 39.0819452, -94.6066671 39.0819471, -94.6065855 39.0820263, -94.606373 39.0819518, -94.6062074 39.0819098, -94.6060309 39.0818912, -94.6057991 39.0819004, -94.6060542 39.0819787, -94.6062558 39.0820477, -94.6065129 39.0821475, -94.6067679 39.0822488, -94.6070665 39.0823808, -94.607626 39.082657, -94.608401 39.0830545, -94.60832 39.0831359, -94.607541 39.0827292, -94.607017 39.0824729, -94.6069385 39.0824368, -94.6067066 39.0823301, -94.6062993 39.0821721, -94.6059869 39.0820662, -94.605546 39.0819372, -94.6054867 39.0819204, -94.60484 39.0819631, -94.6044999 39.0820168, -94.6037051 39.082135, -94.6037258 39.0822697, -94.6040564 39.0826286, -94.6039049 39.0826994, -94.6034864 39.0821875, -94.6033708 39.0822267, -94.6031377 39.0821473, -94.6027719 39.0819094, -94.6024912 39.0816899, -94.6024753 39.0815104, -94.6020681 39.0815441, -94.6017754 39.0815871, -94.6014828 39.0816454, -94.601122 39.0817304, -94.6002687 39.0819478, -94.6002524 39.0818972, -94.6006693 39.0817734, -94.6010015 39.081647, -94.6013206 39.081475, -94.6015095 39.081336, -94.6017212 39.0811388, -94.6018743 39.080881, -94.6020078 39.0806029, -94.6020357 39.0805186, -94.6020846 39.0803711, -94.6020935 39.0799145, -94.6020352 39.0794625, -94.6020105 39.0790519, -94.6019897 39.0787718, -94.6018988 39.0787695, -94.6018207 39.0787104, -94.6018147 39.0786843, -94.601881 39.078636, -94.6019937 39.0786352, -94.6019887 39.0785547, -94.6021726 39.0785539, -94.6021874 39.0787358, -94.6022141 39.0788938, -94.6022586 39.0790773, -94.6023229 39.0793098, -94.6023812 39.0794986, -94.6024346 39.0796981, -94.6024988 39.079926, -94.6025651 39.0801509, -94.6026293 39.0803519, -94.6026956 39.0804616, -94.6027994 39.0806013, -94.6029378 39.0807502, -94.603259 39.0809689, -94.6034072 39.0810447, -94.6037625 39.0812264))",POINT (-94.6037466 39.081338)
 CP74 Mp 7.4,23,380519433,railway,,1.0471163550038994e-06,"POLYGON ((-94.7121865 39.0861564, -94.7121157 39.0860101, -94.7115143 39.0861955, -94.7112766 39.0862439, -94.7110625 39.0862952, -94.7107317 39.0863744, -94.7106345 39.0863464, -94.7105192 39.0863679, -94.710428 39.0864312, -94.710194 39.0864778, -94.7087836 39.0867079, -94.7081546 39.0867834, -94.7080634 39.0867554, -94.7079397 39.0867666, -94.7078509 39.086803, -94.7077417 39.0868207, -94.7073766 39.0868507, -94.7066504 39.0868544, -94.706653 39.0869884, -94.7066504 39.0870869, -94.7070935 39.087048, -94.7073324 39.0870154, -94.7076565 39.0869763, -94.7082158 39.0869045, -94.7084967 39.0868644, -94.7085327 39.0870182, -94.7090657 39.086911, -94.709487 39.0868113, -94.7109648 39.0864839, -94.7115523 39.0863553, -94.7121948 39.0861968, -94.7121865 39.0861564))",POINT (-94.7093972 39.0866555)
 CP39,24,380529427,railway,,2.012071549997452e-06,"POLYGON ((-94.6487881 39.0736958, -94.6486591 39.0739981, -94.6475939 39.0736544, -94.647499 39.0737649, -94.6471312 39.0736252, -94.6466745 39.0734932, -94.6455159 39.0732093, -94.6443003 39.0729963, -94.6439428 39.0728973, -94.6436426 39.0728285, -94.6431866 39.0727279, -94.643272 39.0723385, -94.6437353 39.0724184, -94.6440941 39.0725068, -94.6445126 39.0725868, -94.644944 39.0726802, -94.6471866 39.0733136, -94.6482186 39.0735516, -94.6483582 39.073587, -94.6487881 39.0736958))",POINT (-94.645766 39.0731134)
 CP40,25,380529432,railway,,8.178148250017704e-07,"POLYGON ((-94.6486812 39.0740015, -94.6488027 39.0737031, -94.6501855 39.0740753, -94.6508769 39.0742828, -94.6517429 39.0744525, -94.652019 39.0745143, -94.6519152 39.0748024, -94.6511376 39.0745709, -94.6499116 39.074245, -94.6488535 39.0739758, -94.6488071 39.074041, -94.6486812 39.0740015))",POINT (-94.6503682 39.0742477)
 Interlocking CP35,26,380531374,railway,,1.5486649049925564e-06,"POLYGON ((-94.6358431 39.0727749, -94.6358251 39.0724771, -94.6416528 39.0723228, -94.6416637 39.0726194, -94.6413399 39.0726053, -94.6381342 39.0726731, -94.6365986 39.0727127, -94.6358431 39.0727749))",POINT (-94.6387634 39.0725324)
 CP27,27,380531375,railway,,3.445959200011708e-07,"POLYGON ((-94.6218663 39.0750555, -94.6217912 39.0749603, -94.6209444 39.0752711, -94.6208405 39.075115, -94.620423 39.0752848, -94.6204959 39.0754203, -94.620127 39.0755472, -94.6202021 39.0756758, -94.620264 39.0757272, -94.6210018 39.0753997, -94.6215739 39.0751664, -94.6218663 39.0750555))",POINT (-94.6208591 39.0753398)
 CP27,28,380531376,railway,,5.653910949896569e-07,"POLYGON ((-94.6265117 39.0736167, -94.6262552 39.0736696, -94.6255503 39.0738192, -94.6249494 39.0739772, -94.6242378 39.0741732, -94.6235035 39.0743805, -94.6228309 39.0746017, -94.6217912 39.0749603, -94.6218663 39.0750555, -94.6225118 39.0748141, -94.6231859 39.0745903, -94.624018 39.07434, -94.6247443 39.0741352, -94.6254151 39.0739798, -94.6258239 39.0738849, -94.6262896 39.0737775, -94.6263423 39.0739213, -94.6265964 39.0738696, -94.6265117 39.0736167))",POINT (-94.6243797 39.074231)
 BNSF Argentine Locomotive Facility,29,380702893,railway,,1.9984586879994567e-05,"POLYGON ((-94.6589994 39.077322, -94.6559156 39.0765332, -94.6529289 39.0757855, -94.6520763 39.0755694, -94.6516521 39.0754562, -94.6512722 39.0753259, -94.6504592 39.0749246, -94.6487759 39.0743107, -94.6485064 39.0742112, -94.6484313 39.0742729, -94.649125 39.0746399, -94.6495933 39.0749212, -94.649876 39.0751373, -94.6509585 39.075981, -94.6518642 39.0769379, -94.6525004 39.0777439, -94.6532956 39.0787968, -94.6534635 39.0788483, -94.6537507 39.0788997, -94.6539009 39.0788894, -94.6544355 39.0788002, -94.6549392 39.0787179, -94.6553589 39.0786836, -94.6564356 39.0786822, -94.6589495 39.0786685, -94.6596489 39.078639, -94.6607939 39.0786037, -94.6611134 39.0786062, -94.6613959 39.0786523, -94.6626841 39.0789511, -94.6628873 39.0785293, -94.6606915 39.0779394, -94.6600023 39.077737, -94.6592689 39.0774249, -94.6589994 39.077322))",POINT (-94.6554507 39.0773759)
 BNSF Argentine Yard,30,380910727,railway,,0.0002420606078449425,"POLYGON ((-94.7078521 39.0871692, -94.7078609 39.087212, -94.7076205 39.0872518, -94.7071433 39.0873101, -94.7067709 39.0873422, -94.7062666 39.0873587, -94.7053522 39.0873546, -94.7053439 39.0873901, -94.7050479 39.0873899, -94.7047997 39.087406, -94.7048608 39.0876099, -94.704275 39.0876641, -94.7039428 39.08774, -94.7036497 39.0878512, -94.7015329 39.0890039, -94.701129 39.0891252, -94.7007708 39.0891707, -94.6868646 39.089196, -94.6867148 39.0891454, -94.6866496 39.0890898, -94.6863044 39.0890746, -94.6859071 39.0891353, -94.6789703 39.0891707, -94.6781887 39.08911, -94.6774136 39.0889179, -94.6774657 39.0870019, -94.6770228 39.0867137, -94.6762542 39.0863294, -94.6725415 39.084201, -94.6677867 39.084297, -94.6677997 39.0810157, -94.6676694 39.0806516, -94.6674675 39.0803028, -94.6672135 39.0800803, -94.6667836 39.0799236, -94.6627453 39.0789679, -94.6629407 39.0785179, -94.6614556 39.0781084, -94.6600748 39.077719, -94.6592932 39.0773954, -94.6589675 39.0772741, -94.6520635 39.0755523, -94.651665 39.0754461, -94.6512761 39.0753138, -94.6504815 39.0749224, -94.648525 39.0741956, -94.6484194 39.0742664, -94.6470582 39.0736626, -94.6465589 39.0734986, -94.6447824 39.0730531, -94.6449216 39.0727307, -94.6462684 39.0730308, -94.646302 39.0729208, -94.6467845 39.0729339, -94.647051 39.0730997, -94.6473127 39.0732861, -94.6483582 39.073587, -94.65088 39.0742608, -94.6520827 39.0745012, -94.6534847 39.0747193, -94.655931 39.0753604, -94.6622946 39.0769742, -94.6631052 39.077011, -94.6632436 39.0769527, -94.6635402 39.0769435, -94.6638605 39.0770356, -94.663904 39.077361, -94.66494 39.0776495, -94.6660393 39.0779135, -94.6674154 39.0782634, -94.6693253 39.0787546, -94.6722713 39.0795803, -94.6750433 39.080314, -94.6756562 39.0804705, -94.6762691 39.0805534, -94.6770876 39.0805964, -94.6778113 39.0806209, -94.6782858 39.0805411, -94.6783135 39.0804521, -94.6796816 39.0804644, -94.6797331 39.0805595, -94.6811487 39.080581, -94.6839444 39.0806117, -94.6847946 39.0806424, -94.6856685 39.0807775, -94.686657 39.0810169, -94.6901882 39.0819101, -94.6907418 39.0820851, -94.6912242 39.0822631, -94.6917264 39.0824872, -94.6922959 39.082788, -94.6950757 39.0845099, -94.6961671 39.0851545, -94.697563 39.0857929, -94.6985911 39.0861029, -94.6992792 39.0862687, -94.7001016 39.0863976, -94.7012642 39.0864713, -94.7037989 39.0866861, -94.7048508 39.0867843, -94.7060054 39.0868457, -94.7066111 39.0868522, -94.7066199 39.0871015, -94.707093 39.087069, -94.7084573 39.0868933, -94.708505 39.0870714, -94.7078521 39.0871692))",POINT (-94.6814315 39.0839178)
 Santa Fe Junction,31,380920908,railway,,2.8293556299932887e-06,"POLYGON ((-94.613444 39.0794186, -94.6133095 39.0792974, -94.6104912 39.0809858, -94.6099126 39.0813175, -94.6095309 39.0814871, -94.6092476 39.0815803, -94.6089019 39.0816734, -94.6085466 39.0817293, -94.6084506 39.0817443, -94.6084446 39.0819205, -94.6081877 39.0819376, -94.6076455 39.0819405, -94.6073945 39.0819601, -94.6072389 39.0821027, -94.6072412 39.0822694, -94.6073104 39.0826422, -94.6075715 39.0827856, -94.6078276 39.0829251, -94.6081146 39.0827325, -94.6090105 39.0834081, -94.6090494 39.0834758, -94.6089957 39.0835997, -94.609217 39.0836632, -94.6094209 39.083734, -94.6097642 39.0838984, -94.6098728 39.0837818, -94.6094638 39.0835643, -94.6091862 39.0833936, -94.609036 39.083277, -94.6089622 39.0831739, -94.6088241 39.0828824, -94.6088099 39.0828303, -94.6087997 39.0826809, -94.6088142 39.0825372, -94.6089163 39.0823313, -94.6090124 39.0822137, -94.6092238 39.0820112, -94.6094805 39.0818486, -94.6095255 39.0817182, -94.6105464 39.081133, -94.6114119 39.0806439, -94.6113774 39.0806137, -94.613444 39.0794186))",POINT (-94.6091839 39.0819441)
 Chicago Jct,32,381427840,railway,,1.8113071449997447e-06,"POLYGON ((-94.6071587 39.0838792, -94.6071647 39.0838094, -94.6070508 39.0836884, -94.6071797 39.083514, -94.6069159 39.0833255, -94.6066372 39.0837559, -94.605918 39.0847701, -94.6058482 39.0848779, -94.6053186 39.0856959, -94.6052467 39.0856657, -94.604956 39.0862216, -94.6043836 39.0870404, -94.6040844 39.0874351, -94.604143 39.0874685, -94.6033707 39.0885174, -94.6031639 39.0888896, -94.6033797 39.088978, -94.6036584 39.0885151, -94.6039251 39.088122, -94.6043387 39.0875638, -94.6048332 39.0868334, -94.6058011 39.0853982, -94.6062926 39.0847329, -94.6066193 39.0843258, -94.6067631 39.0841653, -94.6070148 39.0839722, -94.6071587 39.0838792))",POINT (-94.605315 39.0859286)
 Kansas City Terminal MOW,33,381876794,railway,,6.633885999988369e-07,"POLYGON ((-94.5925785 39.0836888, -94.5925324 39.0838706, -94.5920429 39.0840028, -94.5916244 39.0841434, -94.5910974 39.084312, -94.590999 39.0841004, -94.5910277 39.0836425, -94.5912376 39.083634, -94.5925785 39.0836888))",POINT (-94.591633 39.0838934)
 CPK002,34,382586757,railway,,1.6183045849978943e-06,"POLYGON ((-94.6133863 39.0973746, -94.6134437 39.0972648, -94.6135231 39.0972323, -94.6135692 39.0972301, -94.6139299 39.0970823, -94.6139819 39.0971248, -94.6143821 39.0969464, -94.6154183 39.0963656, -94.6159441 39.0961182, -94.6160423 39.0962291, -94.6195079 39.0947319, -94.619606 39.0948808, -94.6190435 39.0951159, -94.619044 39.0951709, -94.6188535 39.0952441, -94.6182821 39.0954765, -94.6185085 39.0954635, -94.6184996 39.0955417, -94.6182208 39.0955632, -94.6180488 39.0955847, -94.6178471 39.0956538, -94.6165433 39.0961772, -94.6158966 39.0964616, -94.6154879 39.0966587, -94.6152632 39.0967775, -94.6147034 39.0971067, -94.6145174 39.0972047, -94.6145337 39.0972527, -94.6143238 39.0973226, -94.613562 39.0976653, -94.6135499 39.0976461, -94.6135268 39.0976094, -94.6135076 39.0975789, -94.6134429 39.0974598, -94.613426 39.0974344, -94.6134023 39.0973986, -94.6133863 39.0973746))",POINT (-94.6160907 39.0963141)
 UP Cypress Yard,35,383011032,railway,,8.11003087997939e-06,"POLYGON ((-94.6175744 39.0971898, -94.6174832 39.097296, -94.6178593 39.0975159, -94.618063 39.0976554, -94.6182856 39.0978448, -94.6184975 39.098078, -94.6186263 39.0982528, -94.6187177 39.0984245, -94.6188194 39.0986338, -94.6188677 39.0988419, -94.61889 39.099028, -94.6189209 39.0995011, -94.6189695 39.1014246, -94.6189695 39.1030634, -94.618987 39.1051247, -94.6188898 39.1056595, -94.6190181 39.1062279, -94.6193405 39.1080936, -94.6195658 39.1080731, -94.6196807 39.1076822, -94.619769 39.1062389, -94.6198662 39.1050081, -94.6199237 39.1017374, -94.6198815 39.100324, -94.6198172 39.0998702, -94.6197582 39.0996246, -94.6196509 39.0992707, -94.6195972 39.0991188, -94.6194926 39.0989418, -94.6191799 39.0984864, -94.6188819 39.0981591, -94.6186116 39.0978912, -94.6183088 39.0976511, -94.6179277 39.0973971, -94.6176884 39.0972467, -94.6175744 39.0971898))",POINT (-94.6193573 39.1028095)
 BNSF / UP Rosedale Yard,36,384932752,railway,,1.7985012639987884e-05,"POLYGON ((-94.616198 39.0681484, -94.6160399 39.0681238, -94.6158263 39.06844, -94.6156721 39.0686334, -94.6155416 39.0687532, -94.6152885 39.0689558, -94.6150869 39.0690878, -94.614901 39.0691738, -94.611354 39.0703772, -94.6109902 39.0705399, -94.6107965 39.0702514, -94.6106031 39.0703577, -94.6101875 39.070586, -94.6098553 39.0707886, -94.6088984 39.071507, -94.6084752 39.0718207, -94.6081075 39.0720933, -94.6072336 39.0727257, -94.6072297 39.0731647, -94.6053791 39.0744786, -94.6055096 39.0745953, -94.6095588 39.0732937, -94.609709 39.0731801, -94.6099977 39.0727196, -94.6102943 39.0723911, -94.6113461 39.0723389, -94.6116743 39.0723144, -94.611963 39.0722653, -94.6122714 39.0721824, -94.6139085 39.0716206, -94.6141655 39.0719276, -94.6146044 39.0716206, -94.6148694 39.0713473, -94.6151225 39.0710035, -94.6153953 39.0704202, -94.6156879 39.0696036, -94.616198 39.0681484))",POINT (-94.6113825 39.0714811)
 Union Pacific Fairfax Yard,37,385073622,railway,,1.0806765635014328e-05,"POLYGON ((-94.6118467 39.1305967, -94.6114868 39.1307091, -94.6113655 39.1307684, -94.6113119 39.1308121, -94.6113077 39.1318156, -94.6119582 39.1318222, -94.612003 39.1318535, -94.61213 39.1319356, -94.6123754 39.1328589, -94.6126986 39.1337775, -94.6130123 39.1347644, -94.6130918 39.134994, -94.6134364 39.1355835, -94.6135878 39.1357862, -94.6139526 39.1361731, -94.6150871 39.1371946, -94.6171605 39.1386946, -94.6182012 39.1394519, -94.6209118 39.1413919, -94.6211902 39.1413302, -94.6209156 39.1410121, -94.621106 39.1409372, -94.6212741 39.1407888, -94.6206733 39.140405, -94.6198294 39.1397847, -94.6170062 39.137619, -94.6156995 39.1366684, -94.6150362 39.1361794, -94.6146714 39.1358091, -94.6145507 39.1355969, -94.6144085 39.1353638, -94.6141859 39.1350414, -94.6130136 39.1327469, -94.6129192 39.1325623, -94.6125263 39.1317932, -94.6121375 39.1310907, -94.6118467 39.1305967))",POINT (-94.6156134 39.1364049)
 Cleveland,38,387754100,railway,,1.1217987650184823e-06,"POLYGON ((-94.5394271 39.0944626, -94.5393062 39.0943074, -94.5358804 39.0958705, -94.5345945 39.0964471, -94.5344612 39.0965007, -94.5345649 39.0966616, -94.5358779 39.0960793, -94.5367368 39.0956904, -94.5376031 39.0953341, -94.5378105 39.095292, -94.5385781 39.09493, -94.5387681 39.0947767, -94.5394271 39.0944626))",POINT (-94.5370641 39.0954471)
 Independance Ave,39,387787168,railway,,1.8547644000128605e-06,"POLYGON ((-94.5119872 39.105724, -94.5118083 39.1055234, -94.5126808 39.1051052, -94.5131072 39.1048892, -94.5135556 39.1046166, -94.5141344 39.1042669, -94.5148523 39.103823, -94.518051 39.1016578, -94.5182211 39.1017847, -94.5177948 39.1021378, -94.517 39.1026773, -94.5169664 39.1027001, -94.5147728 39.1041915, -94.5145414 39.1043169, -94.514597 39.1043919, -94.5143046 39.1045481, -94.5142242 39.1045376, -94.5139264 39.1046979, -94.5139211 39.1047479, -94.5136665 39.1049067, -94.5134628 39.1049012, -94.5119872 39.105724))",POINT (-94.5151115 39.1037465)
 KCS Junction,40,388342200,railway,,1.526438124998725e-06,"POLYGON ((-94.4952001 39.1094813, -94.4950109 39.1095501, -94.4956265 39.1105032, -94.4958787 39.1109215, -94.4958465 39.1111026, -94.495526 39.1112802, -94.4954722 39.1113264, -94.4954821 39.1113632, -94.4947004 39.1115633, -94.494751 39.111666, -94.4954208 39.1114775, -94.4954445 39.1115205, -94.4957441 39.1114062, -94.4960275 39.1113169, -94.4961627 39.1113384, -94.4963467 39.1116315, -94.4964737 39.1115847, -94.4963223 39.1113106, -94.496433 39.111231, -94.49741 39.1109467, -94.4975419 39.1109922, -94.4976526 39.1110591, -94.4979002 39.1109025, -94.498089 39.1107938, -94.4982389 39.1107193, -94.4983952 39.1106624, -94.4991393 39.1104514, -94.4990709 39.1103288, -94.4988332 39.1103857, -94.4988072 39.1103516, -94.4986981 39.1103819, -94.4987013 39.1104198, -94.4984033 39.1105057, -94.4981526 39.1105575, -94.4978513 39.1106169, -94.4975794 39.1106573, -94.4973433 39.1106712, -94.4971071 39.1106662, -94.4969557 39.1106611, -94.496915 39.1107673, -94.4965388 39.1108469, -94.4963728 39.1108633, -94.4962734 39.1107888, -94.4960455 39.1108292, -94.4956253 39.1102126, -94.4955781 39.1101532, -94.4956807 39.110085, -94.4954918 39.1099068, -94.4952001 39.1094813))",POINT (-94.4966063 39.1108074)
 Sheffield Junction,41,388375556,railway,,3.217388620004605e-06,"POLYGON ((-94.5073619 39.1079486, -94.5072412 39.1077967, -94.5066913 39.1080527, -94.5063399 39.1082088, -94.5060476 39.1083253, -94.5056211 39.1084731, -94.5051678 39.1086063, -94.5045482 39.1087686, -94.5037382 39.1089997, -94.5035826 39.1090246, -94.5035638 39.1090871, -94.502043 39.1094763, -94.5018901 39.1094971, -94.5016675 39.1094888, -94.501512 39.1094659, -94.501351 39.1094159, -94.5011955 39.1093556, -94.501056 39.1092723, -94.5009299 39.1091807, -94.5007985 39.1090538, -94.500718 39.1089372, -94.5006778 39.1088165, -94.5006161 39.1084627, -94.5005356 39.1076947, -94.5003157 39.1077051, -94.5005088 39.1099133, -94.5002136 39.1100213, -94.5002701 39.1101506, -94.5004874 39.1100923, -94.5005464 39.1102109, -94.5005973 39.1107521, -94.5008039 39.1107396, -94.5007851 39.1101589, -94.5021718 39.1097885, -94.5023644 39.1097325, -94.503109 39.109516, -94.5032527 39.1094742, -94.5035075 39.1095096, -94.5042907 39.1092869, -94.5044919 39.1091121, -94.505149 39.1089372, -94.5061119 39.1084835, -94.5064794 39.108342, -94.5069381 39.1081422, -94.5073619 39.1079486))",POINT (-94.5026323 39.1092234)
 Rock Creek Junction,42,388574232,railway,,2.49494329999731e-06,"POLYGON ((-94.4835119 39.1147803, -94.4835628 39.1146263, -94.4835628 39.1143849, -94.4837479 39.1143849, -94.4839947 39.1143724, -94.484448 39.1143433, -94.4844292 39.114233, -94.4839249 39.1142705, -94.4836755 39.1142767, -94.4834421 39.1142642, -94.4830478 39.114233, -94.482608 39.1141747, -94.4825999 39.1141227, -94.4823397 39.1140936, -94.4822003 39.1140728, -94.4819133 39.1140207, -94.4816585 39.1139646, -94.4813778 39.1138924, -94.4811086 39.1138064, -94.4805764 39.113631, -94.4805024 39.1136066, -94.4798097 39.113377, -94.4791962 39.1131737, -94.4787939 39.1130239, -94.4784157 39.1128678, -94.4779838 39.1126534, -94.4779034 39.1126139, -94.4777827 39.1127221, -94.4774742 39.1126368, -94.4770719 39.1124953, -94.4770585 39.1124245, -94.4767849 39.1123413, -94.4766266 39.1126118, -94.4772087 39.1127866, -94.4772114 39.1129656, -94.4770129 39.1129885, -94.4767822 39.1130218, -94.4768439 39.1132029, -94.4771014 39.1131654, -94.4774501 39.1131467, -94.4778256 39.1131446, -94.4781823 39.1131904, -94.4786168 39.1132632, -94.4792498 39.1134464, -94.4802664 39.1137939, -94.4834475 39.1147907, -94.4835119 39.1147803))",POINT (-94.4801484 39.1135995)
 Congo,43,388576674,railway,,1.6547112149904753e-06,"POLYGON ((-94.4628448 39.1175318, -94.462641 39.1172905, -94.4631047 39.1170836, -94.4658435 39.1159419, -94.4667796 39.1155091, -94.4675655 39.1151137, -94.4677211 39.1152453, -94.467811 39.1153803, -94.4672919 39.1155986, -94.4664041 39.1159877, -94.4660018 39.1161646, -94.465991 39.1162458, -94.4656504 39.1163915, -94.4655726 39.1163748, -94.4641055 39.1170054, -94.4628448 39.1175318))",POINT (-94.4652195 39.1163508)
 KCS Coburg Yard,44,398101162,railway,,8.117453069990254e-06,"POLYGON ((-94.5015555 39.1115273, -94.5013784 39.1115439, -94.5009681 39.1124372, -94.500597 39.1136096, -94.5004998 39.114206, -94.5006323 39.1146722, -94.5007323 39.1149155, -94.5009896 39.1154916, -94.5013479 39.1162522, -94.5015433 39.1166994, -94.5018657 39.1171871, -94.5020774 39.1174473, -94.5026538 39.1178263, -94.5036211 39.1183645, -94.5050423 39.1190358, -94.5057397 39.1192688, -94.5062118 39.1194145, -94.5074402 39.1200596, -94.5079445 39.1203509, -94.5083039 39.1204674, -94.5085829 39.1205423, -94.5105676 39.1208171, -94.510616 39.1206588, -94.5101003 39.1205882, -94.509924 39.1205673, -94.5089423 39.1204258, -94.508556 39.1203634, -94.5083039 39.1202926, -94.5080303 39.1201969, -94.5077997 39.1200637, -94.507392 39.1198265, -94.5066302 39.1193325, -94.5061379 39.1189996, -94.5052778 39.1184397, -94.504661 39.1180562, -94.5043837 39.1180848, -94.5040045 39.1178844, -94.503702 39.1177525, -94.50336 39.1175884, -94.5031148 39.1174181, -94.5027016 39.1170944, -94.5023042 39.1167477, -94.5021124 39.1164992, -94.5019167 39.1161725, -94.5017783 39.1158503, -94.5017071 39.1155942, -94.5016458 39.1153196, -94.5016363 39.1151428, -94.5016306 39.115036, -94.5016413 39.1146115, -94.5016896 39.1142369, -94.5017565 39.1137334, -94.5017915 39.1133545, -94.5017861 39.1125595, -94.5015555 39.1119268, -94.5015555 39.1115273))",POINT (-94.5029863 39.1162482)
 CP72 Mp 7.2,45,412602184,railway,,6.957596049943278e-07,"POLYGON ((-94.7076416 39.0873588, -94.7073782 39.0874068, -94.70707 39.0874447, -94.7068211 39.0874693, -94.7065076 39.0874854, -94.7061051 39.0874927, -94.7056042 39.0874913, -94.7053237 39.087498, -94.7050834 39.0875068, -94.7048636 39.0875205, -94.7048365 39.0874203, -94.7050473 39.0874026, -94.7053817 39.0873952, -94.7053916 39.0873613, -94.7055796 39.0873756, -94.7059459 39.0873762, -94.7062908 39.0873752, -94.706799 39.0873581, -94.7072644 39.0873157, -94.7076188 39.0872628, -94.7078985 39.0872162, -94.7078961 39.0871706, -94.7083414 39.0871072, -94.7086055 39.0870569, -94.7091396 39.0869414, -94.7102811 39.086688, -94.7103739 39.0869008, -94.7102412 39.0869282, -94.7101955 39.0868604, -94.7092885 39.0870495, -94.7087915 39.0871669, -94.7084855 39.0872423, -94.7083653 39.0872809, -94.708333 39.0872144, -94.7076416 39.0873588))",POINT (-94.7078069 39.0872001)
 Kansas City Southern Knoche Yard,46,463410843,railway,,8.401243530001444e-05,"POLYGON ((-94.5465387 39.1281986, -94.5464274 39.1279427, -94.5454766 39.1284545, -94.5450823 39.128648, -94.5448248 39.1287624, -94.5442159 39.1289726, -94.5439075 39.1290496, -94.5436473 39.1291432, -94.5430089 39.1292701, -94.5426281 39.1293325, -94.5421238 39.1293825, -94.5416651 39.1294095, -94.530137 39.12906, -94.5278598 39.128983, -94.5248048 39.1288899, -94.5236783 39.1287962, -94.522026 39.128738, -94.5209668 39.1286632, -94.5201231 39.1278936, -94.5193142 39.1270183, -94.5188618 39.1269882, -94.5186237 39.126915, -94.5184104 39.126667, -94.5181518 39.1264572, -94.513396 39.1262619, -94.5132321 39.1262669, -94.5125106 39.1265606, -94.5122588 39.1266054, -94.5109741 39.1266022, -94.5104751 39.1266866, -94.5101122 39.1267056, -94.5082467 39.1266456, -94.5077553 39.1265694, -94.5076377 39.1265623, -94.5070111 39.1263572, -94.5061693 39.1260355, -94.5049652 39.1257548, -94.503901 39.1254832, -94.5006249 39.1242057, -94.5000967 39.1239474, -94.4992948 39.123425, -94.4990941 39.1232553, -94.4989579 39.12302, -94.4984392 39.1216442, -94.49826 39.1213762, -94.4980819 39.121289, -94.4977252 39.1227799, -94.4982818 39.1238737, -94.4990611 39.1246195, -94.5003498 39.1253352, -94.5012762 39.1256719, -94.5036234 39.1267331, -94.5091403 39.1285492, -94.5102303 39.1287994, -94.5119647 39.1288894, -94.5147667 39.1290651, -94.5192201 39.1291059, -94.5207484 39.1291303, -94.5219563 39.129202, -94.5222004 39.1295245, -94.5227744 39.1303671, -94.5228951 39.1305461, -94.5233886 39.1305669, -94.523394 39.1306979, -94.5265617 39.1307853, -94.5297347 39.130881, -94.5327763 39.1309788, -94.535126 39.1310537, -94.5407961 39.1312347, -94.5411904 39.1311702, -94.5414372 39.1312306, -94.5417966 39.131164, -94.5444949 39.1296639, -94.5444144 39.129564, -94.5457341 39.1286693, -94.5461632 39.1283947, -94.5465387 39.1281986))",POINT (-94.5213701 39.1284255)
,47,548031142,platform,,5.5163700001317244e-09,"POLYGON ((-94.5831829 39.102914, -94.5831567 39.1029153, -94.5831738 39.103125, -94.5832 39.1031237, -94.5831829 39.102914))",POINT (-94.5831783 39.1030195)
,48,548031143,platform,,5.5413600000972686e-09,"POLYGON ((-94.5829894 39.1030891, -94.5829632 39.1030883, -94.5829533 39.1032995, -94.5829795 39.1033003, -94.5829894 39.1030891))",POINT (-94.5829713 39.1031943)
