name,node_id,osm_node_id,railway,level_crossing,access,description,x_coord,y_coord,geometry
,0,123311958,level_crossing,,,,-94.6305154,39.0569471,POINT (-94.6305154 39.0569471)
,1,123311960,level_crossing,,,,-94.6305154,39.0569013,POINT (-94.6305154 39.0569013)
,2,123312348,level_crossing,,,,-94.6061776,39.1356486,POINT (-94.6061776 39.1356486)
,3,123312971,level_crossing,,,,-94.6483572,39.0874885,POINT (-94.6483572 39.0874885)
,4,123313077,level_crossing,,,,-94.6920007,39.1689986,POINT (-94.6920007 39.1689986)
,5,123313087,level_crossing,,,,-94.6976995,39.1691649,POINT (-94.6976995 39.1691649)
,6,123313173,level_crossing,,,,-94.6378044,39.1513024,POINT (-94.6378044 39.1513024)
,7,123313801,level_crossing,,,,-94.6390525,39.1481859,POINT (-94.6390525 39.1481859)
,8,123313905,level_crossing,,,,-94.6434581,39.1514995,POINT (-94.6434581 39.1514995)
,9,123313908,level_crossing,,,,-94.6432182,39.1514962,POINT (-94.6432182 39.1514962)
,10,123313918,level_crossing,,,,-94.6404638,39.1515029,POINT (-94.6404638 39.1515029)
,11,123313934,level_crossing,,,,-94.6383607,39.1515522,POINT (-94.6383607 39.1515522)
,12,123314984,level_crossing,,,,-94.6402288,39.1488105,POINT (-94.6402288 39.1488105)
,13,123315303,,,,,-94.6180342,39.1496568,POINT (-94.6180342 39.1496568)
,14,123315308,,,,,-94.6180744,39.1477199,POINT (-94.6180744 39.1477199)
,15,123315311,,,,,-94.6180648,39.1475561,POINT (-94.6180648 39.1475561)
,16,123315314,,,,,-94.6180096,39.1473215,POINT (-94.6180096 39.1473215)
,17,123315317,,,,,-94.6178886,39.1470269,POINT (-94.6178886 39.1470269)
,18,123315323,level_crossing,,,,-94.6177349,39.1465843,POINT (-94.6177349 39.1465843)
,19,123315325,,,,,-94.6177229,39.1463954,POINT (-94.6177229 39.1463954)
,20,123315328,level_crossing,,,,-94.617794,39.1429627,POINT (-94.617794 39.1429627)
,21,123315335,,,,,-94.6178546,39.1395321,POINT (-94.6178546 39.1395321)
,22,123315338,,,,,-94.6178323,39.1394016,POINT (-94.6178323 39.1394016)
,23,123315340,,,,,-94.6177324,39.1391423,POINT (-94.6177324 39.1391423)
,24,123315343,,,,,-94.6175932,39.1389458,POINT (-94.6175932 39.1389458)
,25,123316483,level_crossing,,,,-94.6356068,39.1501952,POINT (-94.6356068 39.1501952)
,26,123316549,level_crossing,,,,-94.6085236,39.1304775,POINT (-94.6085236 39.1304775)
,27,123317071,,,,,-94.6111087,39.0811366,POINT (-94.6111087 39.0811366)
,28,123317378,level_crossing,,,,-94.6238756,39.0935335,POINT (-94.6238756 39.0935335)
,29,123317408,level_crossing,,,,-94.6182307,39.0955185,POINT (-94.6182307 39.0955185)
,30,123319606,level_crossing,,,,-94.6272624,39.1452077,POINT (-94.6272624 39.1452077)
,31,123319939,level_crossing,,,,-94.7168974,39.0986174,POINT (-94.7168974 39.0986174)
,32,123320479,level_crossing,,,,-94.6483175,39.0873133,POINT (-94.6483175 39.0873133)
,33,123320597,level_crossing,,,,-94.6088898,39.1008183,POINT (-94.6088898 39.1008183)
,34,123321169,level_crossing,,,,-94.619505,39.1019378,POINT (-94.619505 39.1019378)
,35,123321172,level_crossing,,,,-94.6190321,39.1017125,POINT (-94.6190321 39.1017125)
,36,123321992,level_crossing,,,,-94.6442789,39.090933,POINT (-94.6442789 39.090933)
,37,123322249,level_crossing,,,,-94.6298655,39.1449112,POINT (-94.6298655 39.1449112)
,38,123322780,,,,,-94.6188175,39.1397926,POINT (-94.6188175 39.1397926)
,39,123324113,level_crossing,,,,-94.6503858,39.0874025,POINT (-94.6503858 39.0874025)
,40,123324294,level_crossing,,,,-94.6402953,39.1489244,POINT (-94.6402953 39.1489244)
,41,123325007,level_crossing,,,,-94.6709097,39.0828008,POINT (-94.6709097 39.0828008)
,42,123325009,level_crossing,,,,-94.6710972,39.082728,POINT (-94.6710972 39.082728)
,43,123325011,level_crossing,,,,-94.6712954,39.0826304,POINT (-94.6712954 39.0826304)
,44,123326672,level_crossing,,,,-94.6355262,39.1503575,POINT (-94.6355262 39.1503575)
,45,123326736,level_crossing,,,,-94.6305185,39.1453498,POINT (-94.6305185 39.1453498)
,46,123329108,level_crossing,,,,-94.6977082,39.1689864,POINT (-94.6977082 39.1689864)
,47,123331511,,,,,-94.6305724,39.1454611,POINT (-94.6305724 39.1454611)
,48,123331513,,,,,-94.6306096,39.1455585,POINT (-94.6306096 39.1455585)
,49,123331515,,,,,-94.630656,39.1458208,POINT (-94.630656 39.1458208)
,50,123331655,,,,,-94.6713763,39.0982029,POINT (-94.6713763 39.0982029)
,51,123331657,,,,,-94.671101,39.0981319,POINT (-94.671101 39.0981319)
,52,123332457,,,,,-94.6135499,39.0976461,POINT (-94.6135499 39.0976461)
,53,123336024,level_crossing,,,,-94.7083746,39.1033854,POINT (-94.7083746 39.1033854)
,54,123338483,level_crossing,,,,-94.7212086,39.1667429,POINT (-94.7212086 39.1667429)
,55,123342990,,,,,-94.6489498,39.0482485,POINT (-94.6489498 39.0482485)
,56,123342993,,,,,-94.6491363,39.0481973,POINT (-94.6491363 39.0481973)
,57,123343036,,,,,-94.6098313,39.0814033,POINT (-94.6098313 39.0814033)
,58,123343038,,,,,-94.6097148,39.0814573,POINT (-94.6097148 39.0814573)
,59,123343041,,,,,-94.6094267,39.0815701,POINT (-94.6094267 39.0815701)
,60,123343042,,,,,-94.6092491,39.0816269,POINT (-94.6092491 39.0816269)
,61,123343045,,,,,-94.60903,39.081683,POINT (-94.60903 39.081683)
,62,123343047,,,,,-94.6087651,39.0817397,POINT (-94.6087651 39.0817397)
,63,123343050,,,,,-94.6084218,39.0817852,POINT (-94.6084218 39.0817852)
,64,123343061,switch,,,,-94.6525572,39.0777293,POINT (-94.6525572 39.0777293)
,65,123343063,,,,,-94.6532938,39.0785659,POINT (-94.6532938 39.0785659)
,66,123343066,,,,,-94.6534867,39.0786837,POINT (-94.6534867 39.0786837)
,67,123343069,,,,,-94.6535939,39.0787276,POINT (-94.6535939 39.0787276)
,68,123343072,,,,,-94.6537029,39.0787586,POINT (-94.6537029 39.0787586)
,69,123343075,,,,,-94.6538266,39.0787766,POINT (-94.6538266 39.0787766)
,70,123343078,,,,,-94.6540859,39.0787877,POINT (-94.6540859 39.0787877)
,71,123343080,,,,,-94.6543237,39.0787523,POINT (-94.6543237 39.0787523)
,72,123343082,,,,,-94.6544379,39.0787185,POINT (-94.6544379 39.0787185)
,73,123343085,,,,,-94.6546149,39.0786345,POINT (-94.6546149 39.0786345)
,74,123343089,,,,,-94.6548204,39.0784646,POINT (-94.6548204 39.0784646)
,75,123343092,railway_crossing,,,,-94.6548763,39.0783953,POINT (-94.6548763 39.0783953)
,76,123343094,,,,,-94.6549914,39.078107,POINT (-94.6549914 39.078107)
,77,123343096,railway_crossing,,,,-94.6549987,39.0780112,POINT (-94.6549987 39.0780112)
,78,123343103,switch,,,,-94.6474488,39.0735752,POINT (-94.6474488 39.0735752)
,79,123343105,switch,,,,-94.650145,39.0742695,POINT (-94.650145 39.0742695)
,80,123343119,switch,,,,-94.6632261,39.0777312,POINT (-94.6632261 39.0777312)
,81,123343128,,,,,-94.6164411,39.0679029,POINT (-94.6164411 39.0679029)
,82,123343130,,,,,-94.6165725,39.0675955,POINT (-94.6165725 39.0675955)
,83,123343133,,,,,-94.616742,39.0672746,POINT (-94.616742 39.0672746)
,84,123343134,,,,,-94.616921,39.0669733,POINT (-94.616921 39.0669733)
,85,123343135,,,,,-94.6171506,39.0666388,POINT (-94.6171506 39.0666388)
,86,123343137,,,,,-94.61745,39.0662797,POINT (-94.61745 39.0662797)
,87,123343138,,,,,-94.617624,39.066092,POINT (-94.617624 39.066092)
,88,123343139,,,,,-94.617819,39.0658862,POINT (-94.617819 39.0658862)
,89,123343141,,,,,-94.6182466,39.0655099,POINT (-94.6182466 39.0655099)
,90,123343144,,,,,-94.6186394,39.0651988,POINT (-94.6186394 39.0651988)
,91,123343146,,,,,-94.6194551,39.0645704,POINT (-94.6194551 39.0645704)
,92,123343147,,,,,-94.6203452,39.0638891,POINT (-94.6203452 39.0638891)
,93,123343148,,,,,-94.621088,39.063322,POINT (-94.621088 39.063322)
,94,123343151,,,,,-94.622042,39.062592,POINT (-94.622042 39.062592)
,95,123343154,,,,,-94.622579,39.062182,POINT (-94.622579 39.062182)
,96,123343156,,,,,-94.624514,39.060703,POINT (-94.624514 39.060703)
,97,123343175,,,,,-94.7179213,39.0835022,POINT (-94.7179213 39.0835022)
,98,123343178,,,,,-94.7185792,39.0830889,POINT (-94.7185792 39.0830889)
,99,123343188,,,,,-94.7234348,39.0796591,POINT (-94.7234348 39.0796591)
,100,123343210,,,,,-94.6914927,39.0824813,POINT (-94.6914927 39.0824813)
,101,123343212,,,,,-94.6920226,39.0827483,POINT (-94.6920226 39.0827483)
,102,123343215,,,,,-94.6925285,39.0830543,POINT (-94.6925285 39.0830543)
,103,123343217,,,,,-94.6949117,39.0845273,POINT (-94.6949117 39.0845273)
,104,123343222,,,,,-94.6959001,39.0851321,POINT (-94.6959001 39.0851321)
,105,123343227,,,,,-94.6962421,39.085325,POINT (-94.6962421 39.085325)
,106,123343229,,,,,-94.696896,39.085633,POINT (-94.696896 39.085633)
,107,123343231,,,,,-94.697684,39.085932,POINT (-94.697684 39.085932)
,108,123343233,,,,,-94.698502,39.086177,POINT (-94.698502 39.086177)
,109,123343235,,,,,-94.6993194,39.0863576,POINT (-94.6993194 39.0863576)
,110,123343237,,,,,-94.6996378,39.0864117,POINT (-94.6996378 39.0864117)
,111,123343240,,,,,-94.700105,39.086473,POINT (-94.700105 39.086473)
,112,123343242,,,,,-94.700852,39.086543,POINT (-94.700852 39.086543)
,113,123343243,switch,,,,-94.7020302,39.086654,POINT (-94.7020302 39.086654)
,114,123343244,,,,,-94.7043477,39.0868456,POINT (-94.7043477 39.0868456)
,115,123343248,,,,,-94.7055963,39.0869007,POINT (-94.7055963 39.0869007)
,116,123343250,,,,,-94.706668,39.086898,POINT (-94.706668 39.086898)
,117,123343251,,,,,-94.707675,39.086855,POINT (-94.707675 39.086855)
,118,123343253,,,,,-94.7087302,39.0867491,POINT (-94.7087302 39.0867491)
,119,123343254,,,,,-94.7093339,39.0866607,POINT (-94.7093339 39.0866607)
,120,123343255,,,,,-94.7097246,39.0865948,POINT (-94.7097246 39.0865948)
,121,123343256,,,,,-94.710189,39.0865124,POINT (-94.710189 39.0865124)
,122,123343261,,,,,-94.7112949,39.0863031,POINT (-94.7112949 39.0863031)
,123,123343263,switch,,,,-94.7120761,39.0861128,POINT (-94.7120761 39.0861128)
,124,123343265,,,,,-94.7136302,39.0855659,POINT (-94.7136302 39.0855659)
,125,123343267,,,,,-94.7143618,39.0852433,POINT (-94.7143618 39.0852433)
,126,123343268,,,,,-94.7155613,39.0846256,POINT (-94.7155613 39.0846256)
,127,123343270,,,,,-94.7167565,39.0839061,POINT (-94.7167565 39.0839061)
,128,123343272,,,,,-94.7188434,39.0825778,POINT (-94.7188434 39.0825778)
,129,123343273,,,,,-94.719825,39.081952,POINT (-94.719825 39.081952)
,130,123343275,,,,,-94.720868,39.081273,POINT (-94.720868 39.081273)
,131,123343277,,,,,-94.721493,39.080804,POINT (-94.721493 39.080804)
,132,123343279,,,,,-94.721904,39.0805104,POINT (-94.721904 39.0805104)
,133,123343282,,,,,-94.722852,39.0797854,POINT (-94.722852 39.0797854)
,134,123343316,switch,,,,-94.6628616,39.0787927,POINT (-94.6628616 39.0787927)
,135,123343321,level_crossing,,,,-94.6670431,39.0798292,POINT (-94.6670431 39.0798292)
,136,123343323,,,,,-94.6674864,39.0799784,POINT (-94.6674864 39.0799784)
,137,123343325,,,,,-94.6677628,39.080101,POINT (-94.6677628 39.080101)
,138,123343326,,,,,-94.6680516,39.0802447,POINT (-94.6680516 39.0802447)
,139,123343329,,,,,-94.6684662,39.0805034,POINT (-94.6684662 39.0805034)
,140,123343330,,,,,-94.6686957,39.0806815,POINT (-94.6686957 39.0806815)
,141,123343332,,,,,-94.6688389,39.0807984,POINT (-94.6688389 39.0807984)
,142,123343334,level_crossing,,,,-94.6689574,39.080898,POINT (-94.6689574 39.080898)
,143,123343338,,,,,-94.6690808,39.0810149,POINT (-94.6690808 39.0810149)
,144,123343341,switch,,,,-94.6700599,39.0818382,POINT (-94.6700599 39.0818382)
,145,123343348,,,,,-94.6713768,39.0829601,POINT (-94.6713768 39.0829601)
,146,123343357,switch,,,,-94.6719183,39.0833681,POINT (-94.6719183 39.0833681)
,147,123343362,,,,,-94.677468,39.0867667,POINT (-94.677468 39.0867667)
,148,123343381,,,,,-94.6801212,39.0876286,POINT (-94.6801212 39.0876286)
,149,123343384,,,,,-94.6803731,39.0876736,POINT (-94.6803731 39.0876736)
,150,123343387,,,,,-94.6805639,39.0876922,POINT (-94.6805639 39.0876922)
,151,123343394,,,,,-94.6807476,39.0877118,POINT (-94.6807476 39.0877118)
,152,123343397,switch,,,,-94.6839128,39.0880194,POINT (-94.6839128 39.0880194)
,153,123343402,,,,,-94.6859714,39.0882245,POINT (-94.6859714 39.0882245)
,154,123343404,,,,,-94.6863509,39.0882578,POINT (-94.6863509 39.0882578)
,155,123343407,,,,,-94.6867077,39.0882755,POINT (-94.6867077 39.0882755)
,156,123343425,switch,,,,-94.6892774,39.088341,POINT (-94.6892774 39.088341)
,157,123343433,,,,,-94.6909061,39.0886113,POINT (-94.6909061 39.0886113)
,158,123343439,,,,,-94.6917435,39.0886002,POINT (-94.6917435 39.0886002)
,159,123343441,,,,,-94.6968436,39.0885821,POINT (-94.6968436 39.0885821)
,160,123343443,,,,,-94.699665,39.088573,POINT (-94.699665 39.088573)
,161,123343446,,,,,-94.700963,39.088569,POINT (-94.700963 39.088569)
,162,123343449,,,,,-94.7013105,39.0885446,POINT (-94.7013105 39.0885446)
,163,123343452,,,,,-94.7017438,39.0884261,POINT (-94.7017438 39.0884261)
,164,123343455,switch,,,,-94.7021207,39.0882509,POINT (-94.7021207 39.0882509)
,165,123343462,,,,,-94.7025321,39.0880148,POINT (-94.7025321 39.0880148)
,166,123343466,,,,,-94.7026978,39.0879222,POINT (-94.7026978 39.0879222)
,167,123343471,,,,,-94.7029894,39.0878159,POINT (-94.7029894 39.0878159)
,168,123343478,,,,,-94.704416,39.0876,POINT (-94.704416 39.0876)
,169,123343482,,,,,-94.7072451,39.0875215,POINT (-94.7072451 39.0875215)
,170,123343483,,,,,-94.7077822,39.0874036,POINT (-94.7077822 39.0874036)
,171,123343484,,,,,-94.708268,39.0872656,POINT (-94.708268 39.0872656)
,172,123343488,,,,,-94.7087795,39.0871293,POINT (-94.7087795 39.0871293)
,173,123343491,,,,,-94.7095881,39.0869487,POINT (-94.7095881 39.0869487)
,174,123343494,,,,,-94.7107671,39.0866838,POINT (-94.7107671 39.0866838)
,175,123343496,,,,,-94.7113183,39.0865602,POINT (-94.7113183 39.0865602)
,176,123343510,,,,,-94.6423607,39.0501423,POINT (-94.6423607 39.0501423)
,177,123343512,level_crossing,,,,-94.6416387,39.0504722,POINT (-94.6416387 39.0504722)
,178,123343514,,,,,-94.6414564,39.0506034,POINT (-94.6414564 39.0506034)
,179,123343517,,,,,-94.6413467,39.050703,POINT (-94.6413467 39.050703)
,180,123343520,,,,,-94.6412662,39.050791,POINT (-94.6412662 39.050791)
,181,123343522,,,,,-94.6411326,39.0509827,POINT (-94.6411326 39.0509827)
,182,123343524,,,,,-94.641029,39.051265,POINT (-94.641029 39.051265)
,183,123343526,,,,,-94.64099,39.051438,POINT (-94.64099 39.051438)
,184,123343528,,,,,-94.640977,39.051614,POINT (-94.640977 39.051614)
,185,123343531,,,,,-94.640992,39.05179,POINT (-94.640992 39.05179)
,186,123343534,,,,,-94.641034,39.051963,POINT (-94.641034 39.051963)
,187,123343547,,,,,-94.6262165,39.0593389,POINT (-94.6262165 39.0593389)
,188,123343550,,,,,-94.6264826,39.0591323,POINT (-94.6264826 39.0591323)
,189,123343553,level_crossing,,,,-94.6270622,39.0586981,POINT (-94.6270622 39.0586981)
,190,123343556,,,,,-94.6272396,39.0585788,POINT (-94.6272396 39.0585788)
,191,123343559,,,,,-94.627436,39.0584583,POINT (-94.627436 39.0584583)
,192,123343562,,,,,-94.6281336,39.0580708,POINT (-94.6281336 39.0580708)
,193,123343566,,,,,-94.6283087,39.0579848,POINT (-94.6283087 39.0579848)
,194,123343570,,,,,-94.6284544,39.0579098,POINT (-94.6284544 39.0579098)
,195,123343572,,,,,-94.6286298,39.057825,POINT (-94.6286298 39.057825)
,196,123343575,,,,,-94.628827,39.0577282,POINT (-94.628827 39.0577282)
,197,123343577,,,,,-94.6301734,39.057071,POINT (-94.6301734 39.057071)
,198,123343583,,,,,-94.6312249,39.0565493,POINT (-94.6312249 39.0565493)
,199,123343585,,,,,-94.6321449,39.0560942,POINT (-94.6321449 39.0560942)
,200,123343592,,,,,-94.63281,39.0557495,POINT (-94.63281 39.0557495)
,201,123343595,,,,,-94.6330957,39.055586,POINT (-94.6330957 39.055586)
,202,123343597,,,,,-94.6334538,39.0553788,POINT (-94.6334538 39.0553788)
,203,123343599,,,,,-94.6340076,39.0550247,POINT (-94.6340076 39.0550247)
,204,123343602,,,,,-94.6348029,39.054505,POINT (-94.6348029 39.054505)
,205,123343606,,,,,-94.6352401,39.0542134,POINT (-94.6352401 39.0542134)
,206,123343620,level_crossing,,,,-94.6415839,39.0503519,POINT (-94.6415839 39.0503519)
,207,123343649,,,,,-94.6118643,39.0697765,POINT (-94.6118643 39.0697765)
,208,123343652,,,,,-94.610758,39.070349,POINT (-94.610758 39.070349)
,209,123343654,,,,,-94.610549,39.070457,POINT (-94.610549 39.070457)
,210,123343656,,,,,-94.610295,39.0706,POINT (-94.610295 39.0706)
,211,123343658,,,,,-94.61005,39.070761,POINT (-94.61005 39.070761)
,212,123343661,,,,,-94.609079,39.071511,POINT (-94.609079 39.071511)
,213,123343663,,,,,-94.6088166,39.0718091,POINT (-94.6088166 39.0718091)
,214,123343665,,,,,-94.6084985,39.0721882,POINT (-94.6084985 39.0721882)
,215,123343668,,,,,-94.608242,39.072439,POINT (-94.608242 39.072439)
,216,123343671,,,,,-94.6080213,39.0726246,POINT (-94.6080213 39.0726246)
,217,123350379,,,,,-94.6351862,39.0903566,POINT (-94.6351862 39.0903566)
,218,123350420,,,,,-94.6168765,39.0900426,POINT (-94.6168765 39.0900426)
,219,123350423,level_crossing,,,,-94.6185993,39.0900325,POINT (-94.6185993 39.0900325)
,220,123350425,,,,,-94.6195192,39.0900234,POINT (-94.6195192 39.0900234)
,221,123350442,,,,,-94.625612,39.0901927,POINT (-94.625612 39.0901927)
,222,123350503,level_crossing,,,,-94.6416024,39.0503931,POINT (-94.6416024 39.0503931)
,223,123351943,level_crossing,,,,-94.6503657,39.0842038,POINT (-94.6503657 39.0842038)
,224,123352546,,,,,-94.651407,39.152897,POINT (-94.651407 39.152897)
,225,123354639,,,,,-94.6075212,39.100394,POINT (-94.6075212 39.100394)
,226,123354641,,,,,-94.6085419,39.1006947,POINT (-94.6085419 39.1006947)
,227,123354643,,,,,-94.6084064,39.1005916,POINT (-94.6084064 39.1005916)
,228,123354645,,,,,-94.608661,39.1005916,POINT (-94.608661 39.1005916)
,229,123354647,,,,,-94.6089146,39.1005583,POINT (-94.6089146 39.1005583)
,230,123354649,,,,,-94.6091402,39.1004899,POINT (-94.6091402 39.1004899)
,231,123354653,,,,,-94.610714,39.0998263,POINT (-94.610714 39.0998263)
,232,123354790,,,,,-94.6886902,39.1639142,POINT (-94.6886902 39.1639142)
,233,123354793,,,,,-94.6893229,39.1641599,POINT (-94.6893229 39.1641599)
,234,123354794,,,,,-94.6897467,39.1643641,POINT (-94.6897467 39.1643641)
,235,123354797,,,,,-94.6899345,39.1644726,POINT (-94.6899345 39.1644726)
,236,123354798,,,,,-94.6903656,39.1647605,POINT (-94.6903656 39.1647605)
,237,123354800,,,,,-94.6905109,39.1648765,POINT (-94.6905109 39.1648765)
,238,123354805,,,,,-94.6909468,39.1652815,POINT (-94.6909468 39.1652815)
,239,123354808,,,,,-94.6910502,39.1653979,POINT (-94.6910502 39.1653979)
,240,123354809,,,,,-94.6912526,39.1656506,POINT (-94.6912526 39.1656506)
,241,123354810,,,,,-94.6914351,39.1659277,POINT (-94.6914351 39.1659277)
,242,123354811,,,,,-94.6916078,39.1662508,POINT (-94.6916078 39.1662508)
,243,123354813,,,,,-94.6916788,39.1664164,POINT (-94.6916788 39.1664164)
,244,123354814,,,,,-94.6917956,39.1667578,POINT (-94.6917956 39.1667578)
,245,123354817,,,,,-94.6918588,39.1670404,POINT (-94.6918588 39.1670404)
,246,123354819,,,,,-94.6919067,39.1674156,POINT (-94.6919067 39.1674156)
,247,123354820,,,,,-94.6920102,39.1687844,POINT (-94.6920102 39.1687844)
,248,123354822,,,,,-94.6919163,39.1708326,POINT (-94.6919163 39.1708326)
,249,123354824,,,,,-94.6919272,39.1711449,POINT (-94.6919272 39.1711449)
,250,123354826,,,,,-94.6919838,39.1714484,POINT (-94.6919838 39.1714484)
,251,123354828,,,,,-94.6921123,39.1717969,POINT (-94.6921123 39.1717969)
,252,123354829,,,,,-94.6923532,39.1722063,POINT (-94.6923532 39.1722063)
,253,123354830,,,,,-94.6924989,39.1723897,POINT (-94.6924989 39.1723897)
,254,123354832,,,,,-94.6926414,39.1725396,POINT (-94.6926414 39.1725396)
,255,123354833,,,,,-94.6929613,39.1728153,POINT (-94.6929613 39.1728153)
,256,123354835,,,,,-94.6931308,39.172931,POINT (-94.6931308 39.172931)
,257,123354837,,,,,-94.6933502,39.1730613,POINT (-94.6933502 39.1730613)
,258,123354838,,,,,-94.6936342,39.1731977,POINT (-94.6936342 39.1731977)
,259,123354839,,,,,-94.6938472,39.173283,POINT (-94.6938472 39.173283)
,260,123354841,,,,,-94.6942725,39.1734117,POINT (-94.6942725 39.1734117)
,261,123354842,,,,,-94.694501,39.1734596,POINT (-94.694501 39.1734596)
,262,123354844,,,,,-94.6949631,39.1735205,POINT (-94.6949631 39.1735205)
,263,123354846,,,,,-94.6954256,39.1735295,POINT (-94.6954256 39.1735295)
,264,123354848,,,,,-94.6956357,39.173516,POINT (-94.6956357 39.173516)
,265,123354849,,,,,-94.6961118,39.1734507,POINT (-94.6961118 39.1734507)
,266,123354850,,,,,-94.6965268,39.1733499,POINT (-94.6965268 39.1733499)
,267,123354853,,,,,-94.6969313,39.1731974,POINT (-94.6969313 39.1731974)
,268,123354855,,,,,-94.6971847,39.173077,POINT (-94.6971847 39.173077)
,269,123354857,,,,,-94.7006279,39.1714493,POINT (-94.7006279 39.1714493)
,270,123354862,,,,,-94.7025182,39.1705538,POINT (-94.7025182 39.1705538)
,271,123354865,,,,,-94.7029965,39.1702997,POINT (-94.7029965 39.1702997)
,272,123354867,,,,,-94.7032842,39.1701053,POINT (-94.7032842 39.1701053)
,273,123354868,,,,,-94.7033991,39.1700105,POINT (-94.7033991 39.1700105)
,274,123354870,,,,,-94.7036268,39.1697799,POINT (-94.7036268 39.1697799)
,275,123354875,,,,,-94.7038293,39.1695022,POINT (-94.7038293 39.1695022)
,276,123354877,,,,,-94.7038976,39.1693743,POINT (-94.7038976 39.1693743)
,277,123354880,,,,,-94.7040078,39.1691132,POINT (-94.7040078 39.1691132)
,278,123354883,,,,,-94.704077,39.1688188,POINT (-94.704077 39.1688188)
,279,123354885,,,,,-94.7040896,39.1686883,POINT (-94.7040896 39.1686883)
,280,123354887,,,,,-94.7040846,39.1683965,POINT (-94.7040846 39.1683965)
,281,123354889,,,,,-94.7040632,39.1682514,POINT (-94.7040632 39.1682514)
,282,123354890,,,,,-94.7039894,39.1679911,POINT (-94.7039894 39.1679911)
,283,123354892,,,,,-94.7038662,39.1677192,POINT (-94.7038662 39.1677192)
,284,123354895,,,,,-94.7037966,39.1676043,POINT (-94.7037966 39.1676043)
,285,123354897,,,,,-94.7036361,39.1673878,POINT (-94.7036361 39.1673878)
,286,123354899,,,,,-94.703432,39.1671755,POINT (-94.703432 39.1671755)
,287,123354901,,,,,-94.7031896,39.16698,POINT (-94.7031896 39.16698)
,288,123354903,,,,,-94.7029064,39.1668026,POINT (-94.7029064 39.1668026)
,289,123354905,,,,,-94.7027381,39.1667175,POINT (-94.7027381 39.1667175)
,290,123354907,,,,,-94.7023563,39.166569,POINT (-94.7023563 39.166569)
,291,123354910,,,,,-94.7014727,39.1663884,POINT (-94.7014727 39.1663884)
,292,123354915,,,,,-94.7011799,39.1663521,POINT (-94.7011799 39.1663521)
,293,123354917,,,,,-94.6999176,39.166287,POINT (-94.6999176 39.166287)
,294,123354920,,,,,-94.6995468,39.1662973,POINT (-94.6995468 39.1662973)
,295,123354922,,,,,-94.6992685,39.1663369,POINT (-94.6992685 39.1663369)
,296,123354924,,,,,-94.6989868,39.1664147,POINT (-94.6989868 39.1664147)
,297,123354926,,,,,-94.6987254,39.1665205,POINT (-94.6987254 39.1665205)
,298,123354927,,,,,-94.6984505,39.1666781,POINT (-94.6984505 39.1666781)
,299,123354928,,,,,-94.6983248,39.1667724,POINT (-94.6983248 39.1667724)
,300,123354929,,,,,-94.6979152,39.1672685,POINT (-94.6979152 39.1672685)
,301,123354932,,,,,-94.6978229,39.1674834,POINT (-94.6978229 39.1674834)
,302,123355020,,,,,-94.6318641,39.0913598,POINT (-94.6318641 39.0913598)
,303,123355027,,,,,-94.6398973,39.0923902,POINT (-94.6398973 39.0923902)
,304,123355031,,,,,-94.648524,39.0935797,POINT (-94.648524 39.0935797)
,305,123355115,,,,,-94.6914225,39.1039249,POINT (-94.6914225 39.1039249)
,306,123355117,,,,,-94.6987024,39.1047175,POINT (-94.6987024 39.1047175)
,307,123355118,,,,,-94.6994306,39.1047594,POINT (-94.6994306 39.1047594)
,308,123355119,,,,,-94.700451,39.104786,POINT (-94.700451 39.104786)
,309,123355122,,,,,-94.701332,39.10477,POINT (-94.701332 39.10477)
,310,123355125,,,,,-94.702212,39.10472,POINT (-94.702212 39.10472)
,311,123355127,,,,,-94.7031389,39.1046426,POINT (-94.7031389 39.1046426)
,312,123355130,,,,,-94.7040857,39.1045177,POINT (-94.7040857 39.1045177)
,313,123355133,,,,,-94.7043566,39.1044719,POINT (-94.7043566 39.1044719)
,314,123355136,,,,,-94.7049333,39.1043658,POINT (-94.7049333 39.1043658)
,315,123355139,,,,,-94.7059579,39.1041368,POINT (-94.7059579 39.1041368)
,316,123355142,,,,,-94.7069074,39.1038829,POINT (-94.7069074 39.1038829)
,317,123355144,,,,,-94.7078943,39.1035594,POINT (-94.7078943 39.1035594)
,318,123355149,,,,,-94.7086884,39.1032626,POINT (-94.7086884 39.1032626)
,319,123355153,,,,,-94.7096349,39.1028722,POINT (-94.7096349 39.1028722)
,320,123355156,,,,,-94.710569,39.102423,POINT (-94.710569 39.102423)
,321,123355158,,,,,-94.711416,39.101955,POINT (-94.711416 39.101955)
,322,123355161,,,,,-94.7117488,39.1017577,POINT (-94.7117488 39.1017577)
,323,123355163,,,,,-94.7139415,39.1004054,POINT (-94.7139415 39.1004054)
,324,123355168,level_crossing,,,,-94.7168698,39.0985885,POINT (-94.7168698 39.0985885)
,325,123355174,,,,,-94.7188437,39.0973687,POINT (-94.7188437 39.0973687)
,326,123355177,,,,,-94.7230904,39.0947324,POINT (-94.7230904 39.0947324)
,327,123355214,level_crossing,,,,-94.6115916,39.1305817,POINT (-94.6115916 39.1305817)
,328,123355217,,,,,-94.6123975,39.1319955,POINT (-94.6123975 39.1319955)
,329,123355220,,,,,-94.6141188,39.1352817,POINT (-94.6141188 39.1352817)
,330,123355223,,,,,-94.6143244,39.1355992,POINT (-94.6143244 39.1355992)
